"","biosample_id","organism","subspecies","strain","host","host_taxid","isolation_source","env_local_scale","collected_by","geo_loc_name","collection_date","first_public","lat_lon","year","type","public.year"
"NZ_JAADCD010000002.1","SAMN13254341","Escherichia coli",NA,"GSH8M-2",NA,NA,"secondary WWTP, Shfdan",NA,"tamar","Israel","2017-12-24",NA,"31.954710 N 34.738762 E",2017,"plasmid",NA
"NZ_JAADCD010000003.1","SAMN13254341","Escherichia coli",NA,"GSH8M-2",NA,NA,"secondary WWTP, Shfdan",NA,"tamar","Israel","2017-12-24",NA,"31.954710 N 34.738762 E",2017,"plasmid",NA
"NZ_JAADCD010000004.1","SAMN13254341","Escherichia coli",NA,"GSH8M-2",NA,NA,"secondary WWTP, Shfdan",NA,"tamar","Israel","2017-12-24",NA,"31.954710 N 34.738762 E",2017,"plasmid",NA
"NZ_CP046049.1","SAMN13254342","Proteus mirabilis",NA,"DY.F1.2","Swine",NA,NA,NA,NA,"China:Sichuan","2019-01",NA,NA,2019,"chromosome",NA
"NZ_CP046050.1","SAMN13254342","Proteus mirabilis",NA,"DY.F1.2","Swine",NA,NA,NA,NA,"China:Sichuan","2019-01",NA,NA,2019,"plasmid",NA
"NZ_CP046061.1","SAMN13267614","Pseudomonas aeruginosa",NA,"1811-13R031","Homo sapiens",NA,"sputum",NA,"Kaiying Wang","China","2018-11-13",NA,"39.92 N 116.46 E",2018,"chromosome",NA
"NZ_CP046060.1","SAMN13267615","Pseudomonas aeruginosa",NA,"1811-18R001","Homo sapiens",NA,"sputum",NA,"Kaiying Wang","China","2018-11-18",NA,"39.92 N 116.46 E",2018,"chromosome",NA
"NZ_WMHL01000028.1","SAMN13268567","Escherichia coli",NA,"H43ii","Homo sapiens",NA,"urine",NA,"University of Lagos","Nigeria: Lagos","2012-12/2013-07",NA,"6.52 N 3.38 E",2012,"plasmid",NA
"NZ_WMHM01000030.1","SAMN13268568","Escherichia coli",NA,"H43iii","Homo sapiens",NA,"urine",NA,"University of Lagos","Nigeria: Lagos","2012-12/2013-07",NA,"6.52 N 3.38 E",2012,"plasmid",NA
"NZ_WMHN01000029.1","SAMN13268570","Escherichia coli O25b:H4-ST131",NA,"TYBEAR H45","Homo sapiens",NA,"urine",NA,"University of Lagos","Nigeria: Lagos","2012-12/2013-07",NA,"6.52 N 3.38 E",2012,"plasmid",NA
"NZ_CP046417.1","SAMN13282710","Escherichia coli",NA,"LZYWN_4","swine",NA,"liver",NA,"zengyuan liu","China:Yangling","2017-05-21",NA,"34.16 N 108.02 E",2017,"plasmid",NA
"NZ_CP047307.1","SAMN13282750","Citrobacter freundii",NA,"L75","Homo sapiens",NA,"urine sample",NA,"Lanfen Lu","China:guangzhou","2018-03-23",NA,"23.13 N 113.28 E",2018,"chromosome",NA
"NZ_CP047308.1","SAMN13282750","Citrobacter freundii",NA,"L75","Homo sapiens",NA,"urine sample",NA,"Lanfen Lu","China:guangzhou","2018-03-23",NA,"23.13 N 113.28 E",2018,"plasmid",NA
"NZ_CP046117.1","SAMN13288306","Enterobacter cloacae",NA,"CBG15936","Homo sapiens",NA,"sputum",NA,"Lanfen Lu","China: Guangzhou","2017-03-29",NA,"23.13 N 113.28 E",2017,"plasmid",NA
"NZ_CP046118.1","SAMN13288306","Enterobacter cloacae",NA,"CBG15936","Homo sapiens",NA,"sputum",NA,"Lanfen Lu","China: Guangzhou","2017-03-29",NA,"23.13 N 113.28 E",2017,"plasmid",NA
"NZ_WLVN01000005.1","SAMN13295110","Escherichia coli",NA,"PH-2670-18","Homo sapiens",NA,NA,NA,NA,"Philippines","2018-05-02",NA,NA,2018,"plasmid",NA
"NZ_CP046274.1","SAMN13335391","Enterobacter hormaechei",NA,"E70","Homo sapiens",NA,"urine sample",NA,"Lanfen Lu","China:guangzhou","2018-02-04",NA,"23.13 N 113.28 E",2018,"plasmid",NA
"NZ_CP046275.1","SAMN13335391","Enterobacter hormaechei",NA,"E70","Homo sapiens",NA,"urine sample",NA,"Lanfen Lu","China:guangzhou","2018-02-04",NA,"23.13 N 113.28 E",2018,"plasmid",NA
"NZ_CP058325.1","SAMN13336383","Klebsiella pneumoniae subsp. pneumoniae",NA,"LC-1825/18","Homo sapiens",NA,"urine",NA,"Clinical Microbiology and Virology Unit, A. Manzoni Hospital, Lecco, Italy","Italy: Lecco","2018-12",NA,"45.852176 N 9.414998 E",2018,"chromosome",NA
"NZ_CP058327.1","SAMN13336383","Klebsiella pneumoniae subsp. pneumoniae",NA,"LC-1825/18","Homo sapiens",NA,"urine",NA,"Clinical Microbiology and Virology Unit, A. Manzoni Hospital, Lecco, Italy","Italy: Lecco","2018-12",NA,"45.852176 N 9.414998 E",2018,"plasmid",NA
"NZ_CP050850.1","SAMN13353934","Aeromonas hydrophila",NA,"Brac6","Dendrocephalus brasiliensis",NA,NA,"microcrustacean",NA,"Brazil:Petrolina","2010-08",NA,"9.388961 S 40.503111 W",2010,"chromosome",NA
"NZ_CP046381.1","SAMN13381623","Klebsiella pneumoniae",NA,"BD_DM_782","Homo sapiens",NA,NA,NA,NA,"Bangladesh: Dhaka","2017-01-24",NA,NA,2017,"chromosome",NA
"NZ_CP046382.1","SAMN13381623","Klebsiella pneumoniae",NA,"BD_DM_782","Homo sapiens",NA,NA,NA,NA,"Bangladesh: Dhaka","2017-01-24",NA,NA,2017,"plasmid",NA
"NZ_CP046384.1","SAMN13381623","Klebsiella pneumoniae",NA,"BD_DM_782","Homo sapiens",NA,NA,NA,NA,"Bangladesh: Dhaka","2017-01-24",NA,NA,2017,"plasmid",NA
"NZ_CP065035.1","SAMN13382600","Klebsiella pneumoniae",NA,"2016-1400",NA,NA,"marine environment",NA,NA,"Norway","2016",NA,NA,2016,"plasmid",NA
"NZ_CP046502.1","SAMN13412315","Citrobacter freundii",NA,"111",NA,NA,NA,NA,"the national laboratory for antibiotic resistance and investigation of outbreaks in medical institutions",NA,NA,NA,NA,NA,"chromosome",NA
"NZ_CP046504.1","SAMN13412315","Citrobacter freundii",NA,"111",NA,NA,NA,NA,"the national laboratory for antibiotic resistance and investigation of outbreaks in medical institutions",NA,NA,NA,NA,NA,"plasmid",NA
"NZ_CP046506.1","SAMN13412315","Citrobacter freundii",NA,"111",NA,NA,NA,NA,"the national laboratory for antibiotic resistance and investigation of outbreaks in medical institutions",NA,NA,NA,NA,NA,"plasmid",NA
"NZ_CP046402.2","SAMN13419003","Pseudomonas aeruginosa",NA,"SE5331","Homo sapiens",NA,"respiratory",NA,"a teaching hospital","China:Suzhou","2018-03-05",NA,"31.30 N 120.58 E",2018,"chromosome",NA
"NZ_CP046403.1","SAMN13419538","Pseudomonas aeruginosa",NA,"SE5369","Homo sapiens",NA,"Shunt fluid",NA,"a teaching hospital","China:Suzhou","2016-09-14",NA,"31.30 N 120.58 E",2016,"chromosome",NA
"NZ_CP046404.1","SAMN13419547","Pseudomonas aeruginosa",NA,"SE5416","Homo sapiens",NA,"sputum",NA,"a teaching hospital","China:Suzhou","2013-01-11",NA,"31.30 N 120.58 E",2013,"chromosome",NA
"NZ_CP046405.1","SAMN13419548","Pseudomonas aeruginosa",NA,"SE5443","Homo sapiens",NA,"respiratory",NA,"a teaching hospital","China:Suzhou","2012-08-20",NA,"31.30 N 120.58 E",2012,"chromosome",NA
"NZ_CP046406.2","SAMN13419657","Pseudomonas aeruginosa",NA,"SE5458","Homo sapiens",NA,"respiratory",NA,"a teaching hospital","China:Suzhou","2011-01-15",NA,"31.30 N 120.58 E",2011,"chromosome",NA
"NZ_CP046583.1","SAMN13440810","Burkholderia pseudomallei",NA,"B03",NA,NA,"environmental",NA,"Jeffrey Warner","Papua New Guinea: Balimo","unknown",NA,"8.03 S 142.95 E",NA,"chromosome",NA
"NZ_CP065666.1","SAMN13450440","Acinetobacter johnsonii",NA,"FDAARGOS_910","missing",NA,"missing",NA,"DSMZ","Not applicable","Unknown",NA,"Not applicable",NA,"chromosome",NA
"NZ_CP065652.1","SAMN13450445","Achromobacter xylosoxidans",NA,"FDAARGOS_915","missing",NA,"missing",NA,"NIST<ATCC","Not applicable","Unknown",NA,"Not applicable",NA,"chromosome",NA
"NZ_CP065651.1","SAMN13450446","Aeromonas hydrophila",NA,"FDAARGOS_916","missing",NA,"missing",NA,"NIST<ATCC","Not applicable","Unknown",NA,"Not applicable",NA,"chromosome",NA
"NZ_CP065887.1","SAMN13450447","Acinetobacter baumannii",NA,"FDAARGOS_917","missing",NA,"missing",NA,"NIST<ATCC","Not applicable","Unknown",NA,"Not applicable",NA,"chromosome",NA
"NZ_CP046602.1","SAMN13451386","Pseudomonas aeruginosa",NA,"CMC-115","Homo sapiens",NA,"tracheal aspirate",NA,"Carilion Roanoke Memorial Hospital","USA:VA","2010-12-06",NA,"37.2514 N 79.9425 W",2010,"chromosome",NA
"NZ_WRPC02000058.1","SAMN13474804","Klebsiella pneumoniae",NA,"114PB","Felis catus",NA,"Nasal secretion",NA,NA,"Brazil: Paraiba","2018-06",NA,NA,2018,"plasmid",NA
"NZ_CP046536.1","SAMN13476302","Acinetobacter baumannii",NA,"XL380",NA,NA,"cucumber rhizosphere",NA,"Xinli Sun","China:Nanjing","2018-07-01",NA,NA,2018,"chromosome",NA
"NZ_WTXS01000145.1","SAMN13497306","Pseudomonas aeruginosa",NA,"JX05","Homo sapiens",NA,"tracheal secretion",NA,"Tertiary Hospital","Brazil:Recife","2016-06-03",NA,"8.04 S 34.55 W",2016,"plasmid",NA
"NZ_WTXS01000176.1","SAMN13497306","Pseudomonas aeruginosa",NA,"JX05","Homo sapiens",NA,"tracheal secretion",NA,"Tertiary Hospital","Brazil:Recife","2016-06-03",NA,"8.04 S 34.55 W",2016,"plasmid",NA
"NZ_CP047675.1","SAMN13503954","Klebsiella pneumoniae subsp. pneumoniae",NA,"KUH-KPNHVF1","Homo sapiens",NA,"liver abscess",NA,"Jong Hun Kim","South Korea: Seoul","2017-07-20",NA,"37.541 N 125.98 E",2017,"chromosome",NA
"NZ_CP047677.1","SAMN13503956","Klebsiella pneumoniae subsp. pneumoniae",NA,"KUH-KPNHVL1","Homo sapiens",NA,"stool",NA,"Jong Hun Kim","South Korea: Seoul","2017-07-24",NA,"37.541 N 125.98 E",2017,"chromosome",NA
"NZ_CP046604.1","SAMN13507464","Aeromonas hydrophila",NA,"Aer_LaG34","Lophiosilurus alexandri",NA,NA,NA,NA,"Brazil:Petrolina","2010-08",NA,"9.388961 S 40.503111 W",2010,"chromosome",NA
"NZ_CP047115.1","SAMN13509270","Salmonella enterica subsp. enterica",NA,"SCSM4.1","chicken",NA,"feces from Chicken intestine",NA,"He Juan","China:Sichuan","2019-06-14",NA,"30 N 100 E",2019,"chromosome",NA
"NZ_CP047116.1","SAMN13509270","Salmonella enterica subsp. enterica",NA,"SCSM4.1","chicken",NA,"feces from Chicken intestine",NA,"He Juan","China:Sichuan","2019-06-14",NA,"30 N 100 E",2019,"plasmid",NA
"NZ_CP046612.1","SAMN13513903","Klebsiella pneumoniae",NA,"WCGKP294","Homo sapiens",NA,"sputum",NA,"Xiangya Hospital","not applicable","2016",NA,"not applicable",2016,"chromosome",NA
"NZ_CP046613.1","SAMN13513903","Klebsiella pneumoniae",NA,"WCGKP294","Homo sapiens",NA,"sputum",NA,"Xiangya Hospital","not applicable","2016",NA,"not applicable",2016,"plasmid",NA
"NZ_CP046614.1","SAMN13513903","Klebsiella pneumoniae",NA,"WCGKP294","Homo sapiens",NA,"sputum",NA,"Xiangya Hospital","not applicable","2016",NA,"not applicable",2016,"plasmid",NA
"NZ_CP046869.1","SAMN13514045","Aeromonas hydrophila",NA,"Aer_OnP2.2","Oreochromis niloticus",NA,NA,NA,NA,"Brazil:Petrolina","2010-08",NA,"9.388961 S 40.503111 W",2010,"chromosome",NA
"NZ_CP046870.1","SAMN13514046","Aeromonas hydrophila",NA,"Aer_OnP4.2","Oreochromis niloticus",NA,NA,NA,NA,"Brazil:Petrolina","2010-08",NA,"9.388961 S 40.503111 W",2010,"chromosome",NA
"NZ_CP046716.1","SAMN13530296","Escherichia coli",NA,"T16R","pet dog",NA,NA,NA,NA,"China: Henan","2019-08",NA,NA,2019,"chromosome",NA
"NZ_CP046717.1","SAMN13530296","Escherichia coli",NA,"T16R","pet dog",NA,NA,NA,NA,"China: Henan","2019-08",NA,NA,2019,"plasmid",NA
"NZ_CP046718.1","SAMN13530296","Escherichia coli",NA,"T16R","pet dog",NA,NA,NA,NA,"China: Henan","2019-08",NA,NA,2019,"plasmid",NA
"NZ_CP046873.1","SAMN13531195","Pseudomonas putida",NA,"MX-2",NA,NA,"Taihu New City Sewage Treatment Plant",NA,NA,"China:Jiangsu","2019-05-09",NA,NA,2019,"plasmid",NA
"NZ_CP047050.1","SAMN13531405","Myroides phaeus",NA,"18QD1AZ29W","pig",NA,"commercial farm",NA,NA,"China: Shandong","2018-03",NA,NA,2018,"chromosome",NA
"NZ_CP046871.1","SAMN13540891","Aeromonas hydrophila",NA,"Aer_LaG33","Lophiosilurus alexandri",NA,NA,NA,NA,"Brazil:Petrolina","2010-08",NA,"9.388961 S 40.503111 W",2010,"chromosome",NA
"NZ_CP050851.1","SAMN13545457","Aeromonas hydrophila",NA,"OnP3.1","Oreochromis niloticus",NA,NA,"fish | Kidney",NA,"Brazil:Petrolina","2010-08",NA,"9.388961 S 40.503111 W",2010,"chromosome",NA
"NZ_CP048937.1","SAMN13545462","Klebsiella pneumoniae",NA,"20467","Homo sapiens",NA,"Bronchial lavage",NA,"Gamaleya National Research Centre for Epidemiology & Microbiology","Russia: Moscow","2018-03-15",NA,"55.73 N 37.83 E",2018,"chromosome",NA
"NZ_CP048938.1","SAMN13545462","Klebsiella pneumoniae",NA,"20467","Homo sapiens",NA,"Bronchial lavage",NA,"Gamaleya National Research Centre for Epidemiology & Microbiology","Russia: Moscow","2018-03-15",NA,"55.73 N 37.83 E",2018,"plasmid",NA
"NZ_CP048940.1","SAMN13545462","Klebsiella pneumoniae",NA,"20467","Homo sapiens",NA,"Bronchial lavage",NA,"Gamaleya National Research Centre for Epidemiology & Microbiology","Russia: Moscow","2018-03-15",NA,"55.73 N 37.83 E",2018,"plasmid",NA
"NZ_CP047610.1","SAMN13545722","Escherichia coli",NA,"NMBU_ W06E18",NA,NA,"surface water",NA,"Hedvig Skaflem","Norway:Aas","2018-03",NA,"59.667 N 10.769 E",2018,"plasmid",NA
"NZ_CP047613.1","SAMN13545722","Escherichia coli",NA,"NMBU_ W06E18",NA,NA,"surface water",NA,"Hedvig Skaflem","Norway:Aas","2018-03",NA,"59.667 N 10.769 E",2018,"plasmid",NA
"NZ_CP059836.1","SAMN13563032","Escherichia coli",NA,"tcmA_3","swine",NA,"liver",NA,NA,"China:Yangling","2016-10-11",NA,NA,2016,"plasmid",NA
"NZ_CP059837.1","SAMN13563032","Escherichia coli",NA,"tcmA_3","swine",NA,"liver",NA,NA,"China:Yangling","2016-10-11",NA,NA,2016,"plasmid",NA
"NZ_CP047002.1","SAMN13563033","Escherichia coli",NA,"J-8","chicken",NA,"intestinal and liver",NA,NA,"China:Yangling","2017-04-14",NA,"34.16 N 108.02 E",2017,"chromosome",NA
"NZ_CP047003.1","SAMN13563033","Escherichia coli",NA,"J-8","chicken",NA,"intestinal and liver",NA,NA,"China:Yangling","2017-04-14",NA,"34.16 N 108.02 E",2017,"plasmid",NA
"NZ_CP047004.1","SAMN13563033","Escherichia coli",NA,"J-8","chicken",NA,"intestinal and liver",NA,NA,"China:Yangling","2017-04-14",NA,"34.16 N 108.02 E",2017,"plasmid",NA
"NZ_CP047006.1","SAMN13563033","Escherichia coli",NA,"J-8","chicken",NA,"intestinal and liver",NA,NA,"China:Yangling","2017-04-14",NA,"34.16 N 108.02 E",2017,"plasmid",NA
"NZ_CP047011.1","SAMN13563036","Escherichia coli",NA,"19-5","swine",NA,"heart",NA,NA,"China:Yangling","2019-05-14",NA,NA,2019,"plasmid",NA
"NZ_CP047012.1","SAMN13563036","Escherichia coli",NA,"19-5","swine",NA,"heart",NA,NA,"China:Yangling","2019-05-14",NA,NA,2019,"plasmid",NA
"NZ_CP046949.1","SAMN13564660","Klebsiella pneumoniae",NA,"BD_DM_914","Homo sapiens",NA,NA,NA,NA,"Bangladesh: Dhaka","2017-07-02",NA,NA,2017,"chromosome",NA
"NZ_CP046950.1","SAMN13564660","Klebsiella pneumoniae",NA,"BD_DM_914","Homo sapiens",NA,NA,NA,NA,"Bangladesh: Dhaka","2017-07-02",NA,NA,2017,"plasmid",NA
"NZ_CP046952.1","SAMN13564660","Klebsiella pneumoniae",NA,"BD_DM_914","Homo sapiens",NA,NA,NA,NA,"Bangladesh: Dhaka","2017-07-02",NA,NA,2017,"plasmid",NA
"NZ_CP046898.1","SAMN13565236","Acinetobacter baumannii",NA,"A1429","Homo sapiens",NA,"secretion",NA,"Yan Chen","China:Guangdong","2010-10",NA,"20.13 N 109.39 E",2010,"chromosome",NA
"NZ_CP046899.1","SAMN13565236","Acinetobacter baumannii",NA,"A1429","Homo sapiens",NA,"secretion",NA,"Yan Chen","China:Guangdong","2010-10",NA,"20.13 N 109.39 E",2010,"plasmid",NA
"NZ_CP046901.1","SAMN13565236","Acinetobacter baumannii",NA,"A1429","Homo sapiens",NA,"secretion",NA,"Yan Chen","China:Guangdong","2010-10",NA,"20.13 N 109.39 E",2010,"plasmid",NA
"NZ_CP046954.1","SAMN13567714","Aeromonas hydrophila",NA,"HX-3","Larimichthys crocea",NA,NA,NA,NA,"China:zhoushan","2019-05",NA,NA,2019,"chromosome",NA
"NZ_CP047061.1","SAMN13577959","Pseudomonas aeruginosa",NA,"delta6_2","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,NA,"chromosome",NA
"NZ_CP047062.1","SAMN13577960","Pseudomonas aeruginosa",NA,"delta6_3","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,NA,"chromosome",NA
"NZ_CP047063.1","SAMN13577961","Pseudomonas aeruginosa",NA,"delta6_4","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,NA,"chromosome",NA
"NZ_CP047064.1","SAMN13577962","Pseudomonas aeruginosa",NA,"delta6_5","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,NA,"chromosome",NA
"NZ_CP047065.1","SAMN13577963","Pseudomonas aeruginosa",NA,"delta6_6","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,NA,"chromosome",NA
"NZ_CP047066.1","SAMN13577964","Pseudomonas aeruginosa",NA,"delta10","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,NA,"chromosome",NA
"NZ_CP047067.1","SAMN13577965","Pseudomonas aeruginosa",NA,"Cas9_1","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,NA,"chromosome",NA
"NZ_CP047068.1","SAMN13577966","Pseudomonas aeruginosa",NA,"Cas9_2","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,NA,"chromosome",NA
"NZ_CP047069.1","SAMN13577967","Pseudomonas aeruginosa",NA,"Environ_1","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,NA,"chromosome",NA
"NZ_CP047070.1","SAMN13577968","Pseudomonas aeruginosa",NA,"Environ_2","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,NA,"chromosome",NA
"NZ_CP046939.1","SAMN13578407","Klebsiella pneumoniae",NA,"BD_DM_697","Homo sapiens",NA,NA,NA,NA,"Bangladesh: Dhaka","2017-04-17",NA,NA,2017,"chromosome",NA
"NZ_CP046940.1","SAMN13578407","Klebsiella pneumoniae",NA,"BD_DM_697","Homo sapiens",NA,NA,NA,NA,"Bangladesh: Dhaka","2017-04-17",NA,NA,2017,"plasmid",NA
"NZ_CP046942.1","SAMN13578407","Klebsiella pneumoniae",NA,"BD_DM_697","Homo sapiens",NA,NA,NA,NA,"Bangladesh: Dhaka","2017-04-17",NA,NA,2017,"plasmid",NA
"NZ_CP047592.1","SAMN13611833","Pseudomonas aeruginosa",NA,"INP-43","Homo sapiens",NA,"cystic fibrosis pediatric isolate",NA,"Rafael Coria-Jimenez","Mexico","1998-05-18",NA,NA,1998,"chromosome",NA
"NZ_CP050054.1","SAMN13612472","Pseudomonas aeruginosa",NA,"LIUYANG-A",NA,NA,"Integrative Microbiology Research Center, South China Agricultural University (SCAU), Tianhe District, Guangzhou China",NA,NA,"China","2018-04-21",NA,NA,2018,"chromosome",NA
"NZ_CP050053.1","SAMN13612474","Pseudomonas aeruginosa",NA,"LIUYANG-C",NA,NA,"Integrative Microbiology Research Center, South China Agricultural University (SCAU), Tianhe District, Guangzhou China",NA,NA,"China","2018-04-21",NA,NA,2018,"chromosome",NA
"NZ_CP050052.1","SAMN13612476","Pseudomonas aeruginosa",NA,"LIUYANG-E",NA,NA,"South China Agricultural University maintained the laboratory-adapted strain of PAO1 acquired from E. Peter Greenberg, University of Washington",NA,NA,"USA","2019-04-21",NA,NA,2019,"chromosome",NA
"NZ_CP059954.1","SAMN13613886","Escherichia coli",NA,"98.1","Turkey",NA,NA,NA,NA,"Canada","2016/2017",NA,NA,NA,"plasmid",NA
"NZ_JACIVK010000003.1","SAMN13613887","Escherichia coli",NA,"202.1","turkey",NA,"feces",NA,NA,"Canada","2016/2017",NA,NA,NA,"plasmid",NA
"NZ_CP059948.1","SAMN13613889","Escherichia coli",NA,"268.2","Turkey",NA,NA,NA,NA,"Canada","2016/2017",NA,NA,NA,"plasmid",NA
"NZ_JACIVJ010000002.1","SAMN13613891","Escherichia coli",NA,"176.1","turkey",NA,"feces",NA,NA,"Canada","2016/2017",NA,NA,NA,"plasmid",NA
"NZ_CP059932.1","SAMN13613893","Escherichia coli",NA,"28.1","Turkey",NA,NA,NA,NA,"Canada","2016/2017",NA,NA,NA,"plasmid",NA
"NZ_CP059919.1","SAMN13613898","Escherichia coli",NA,"64.1","Turkey",NA,NA,NA,NA,"Canada","2016/2017",NA,NA,NA,"plasmid",NA
"NZ_CP059915.1","SAMN13613899","Escherichia coli",NA,"81.1","Turkey",NA,NA,NA,NA,"Canada","2016/2017",NA,NA,NA,"plasmid",NA
"NZ_CP059909.1","SAMN13613900","Escherichia coli",NA,"181.1","Turkey",NA,NA,NA,NA,"Canada","2016/2017",NA,NA,NA,"plasmid",NA
"NZ_WVHY01000007.1","SAMN13613901","Escherichia coli",NA,"248.3","Turkey",NA,"feces",NA,NA,"Canada","2016/2017",NA,NA,NA,"plasmid",NA
"NZ_CP086724.1","SAMN13620534","Klebsiella pneumoniae",NA,"KP_3",NA,NA,"soil/stream/plastic litter",NA,"Roskilde University","Tanzania: Zanzibar","2018-09",NA,"not applicable",2018,"chromosome",NA
"NZ_CP086725.1","SAMN13620534","Klebsiella pneumoniae",NA,"KP_3",NA,NA,"soil/stream/plastic litter",NA,"Roskilde University","Tanzania: Zanzibar","2018-09",NA,"not applicable",2018,"plasmid",NA
"NZ_CP072905.1","SAMN13630455","Klebsiella pneumoniae",NA,"COL17","Homo sapiens",NA,"urine",NA,"Edgar Gonzales","Peru:Lima","2017",NA,"12.1145506 S 76.998487 W",2017,"chromosome",NA
"NZ_CP072906.1","SAMN13630455","Klebsiella pneumoniae",NA,"COL17","Homo sapiens",NA,"urine",NA,"Edgar Gonzales","Peru:Lima","2017",NA,"12.1145506 S 76.998487 W",2017,"plasmid",NA
"NZ_CP047155.1","SAMN13640848","Aeromonas veronii",NA,"AVNIH1",NA,NA,"Silurus asotus",NA,"KRIBB","South Korea: Jeollabuk-do","2019-03",NA,"35.826336 N 127.065317 E",2019,"chromosome",NA
"NZ_CP047128.1","SAMN13642132","Escherichia coli K-12",NA,"K-12","not applicable",NA,NA,"not collected",NA,"not collected","not collected",NA,"not collected",NA,"plasmid",NA
"NZ_WUBG01000048.1","SAMN13642298","Escherichia coli",NA,"trcE-1037",NA,NA,"Bronchial alveolar lavage",NA,NA,"Greece","2019",NA,"37.9838 N 23.7275 E",2019,"plasmid",NA
"NZ_WUBH01000058.1","SAMN13648524","Escherichia coli",NA,"trcT-970",NA,NA,"blood",NA,NA,"Greece","2019",NA,NA,2019,"plasmid",NA
"NZ_WUBH01000061.1","SAMN13648524","Escherichia coli",NA,"trcT-970",NA,NA,"blood",NA,NA,"Greece","2019",NA,NA,2019,"plasmid",NA
"NZ_CP047160.1","SAMN13663554","Klebsiella pneumoniae",NA,"KP19-2029","female",NA,"blood",NA,"Zhengzhou University","China","2019-01-04",NA,"34.73 N 113.70 E",2019,"chromosome",NA
"NZ_CP047161.1","SAMN13663554","Klebsiella pneumoniae",NA,"KP19-2029","female",NA,"blood",NA,"Zhengzhou University","China","2019-01-04",NA,"34.73 N 113.70 E",2019,"plasmid",NA
"NZ_CP047247.1","SAMN13669122","Citrobacter freundii",NA,"LDL3-3",NA,NA,"Bean sprouts",NA,"Juan Luo","China","2015",NA,NA,2015,"chromosome",NA
"NZ_CP047192.1","SAMN13671318","Klebsiella pneumoniae",NA,"Kp36","Homo sapiens",NA,NA,NA,"Demeng Tan","China: Shanghai","2019-01-10",NA,NA,2019,"chromosome",NA
"NZ_CP047194.1","SAMN13671318","Klebsiella pneumoniae",NA,"Kp36","Homo sapiens",NA,NA,NA,"Demeng Tan","China: Shanghai","2019-01-10",NA,NA,2019,"plasmid",NA
"NZ_CP047392.1","SAMN13676638","Serratia marcescens",NA,"1602","Homo sapiens",NA,NA,NA,NA,"China:Zhengzhou","2018-10-21",NA,NA,2018,"plasmid",NA
"NZ_CP047379.1","SAMN13705263","Escherichia coli",NA,"CAU16175","swine",NA,NA,NA,NA,"China: Hunan","2016",NA,NA,2016,"plasmid",NA
"NZ_CP047381.1","SAMN13705263","Escherichia coli",NA,"CAU16175","swine",NA,NA,NA,NA,"China: Hunan","2016",NA,NA,2016,"plasmid",NA
"NZ_CP055247.1","SAMN13737474","Citrobacter freundii",NA,"ZY198","Homo sapiens",NA,"urine",NA,"Lanfen Lu","China:guangzhou","2018-08-14",NA,"23.13 N 113.28 E",2018,"chromosome",NA
